name,link,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Condado de Haza Reserva Ribera del Duero DO,https://www.wina.pl/czerwone/3301-condado-de-haza-reserva-ribera-del-duero-do.html,223.0,Hiszpania,Ribera del Duero,Ribera del Duero DO,,2018.0,0.75,14.0,14,czerwone,,wytrawne,pełne,,False,False,,Tempranillo
Conte di Campiano Primitivo di Manduria DOC,https://www.wina.pl/polwytrawne/4504-conte-di-campiano-primitivo-di-manduria-doc.html,89.0,Włochy,Apulia,Primitivo di Manduria DOP,,2021.0,0.75,14.5,16-18,czerwone,,półwytrawne,pełne,,False,False,,Primitivo
"Corte Giara ""La Groletta"" Amarone della Valpolicella DOCG",https://www.wina.pl/wina-wytrawne/1990-corte-giara-la-groletta-amarone-della-valpolicella-docg.html,214.0,Włochy,Veneto,Amarone della Valpolicella Classico DOCG,Allegrini,2019.0,0.75,,,czerwone,,wytrawne,,,False,False,,"Corvina Veronese, Rondinella"
"Corte Giara ""La Groletta"" Valpolicella Ripasso DOC",https://www.wina.pl/wina-czerwone-wytrawne/1991-corte-giara-la-groletta-valpolicella-ripasso-doc.html,115.0,Włochy,Veneto,Valpolicella Classico DOC,Allegrini,2020.0,0.75,,,czerwone,,wytrawne,,Mundus Vini Silver,False,False,,"Corvina Veronese, Rondinella"
Corte Giara Chardonnay Veneto IGT,https://www.wina.pl/wina-biale-wytrawne/1992-corte-giara-chardonnay-veneto-igt.html,53.0,Włochy,Veneto,Veneto IGT,Allegrini,2020.0,0.75,,,białe,,wytrawne,,Mundus Vini Gold,False,False,,Chardonnay
Corte Giara Merlot Corvina Veneto IGT,https://www.wina.pl/wina-czerwone-wytrawne/1993-corte-giara-merlot-corvina-veneto-igt.html,56.0,Włochy,Veneto,Veneto IGT,Allegrini,2020.0,0.75,12.5,,czerwone,,wytrawne,,,False,False,,"Corvina Veronese, Merlot"
Corte Giara Pinot Grigio Delle Venezie DOC,https://www.wina.pl/wina-biale-wytrawne/1994-corte-giara-pinot-grigio-delle-venezie-doc.html,69.0,Włochy,Veneto,,Allegrini,2022.0,0.75,,,białe,,wytrawne,,Mundus Vini Silver,False,False,,
Corte Giara Soave DOC,https://www.wina.pl/wina-biale-wytrawne/1995-corte-giara-soave-doc.html,64.0,Włochy,Veneto,Soave DOC,Allegrini,2021.0,0.75,,,białe,,wytrawne,,,False,False,,"Garganega, Chardonnay"
Corte Giara Valpolicella DOC,https://www.wina.pl/wina-czerwone-wytrawne/1996-corte-giara-valpolicella-doc.html,79.0,Włochy,Veneto,Valpolicella DOC,Allegrini,2018.0,0.75,,,czerwone,,wytrawne,,,False,False,,"Corvina Veronese, Rondinella"
Cossetti Crivelletto Nizza DOCG,https://www.wina.pl/wina-czerwone-wytrawne/3936-cossetti-crivelletto-nizza-docg.html,149.0,Włochy,Piemont,Nizza DOCG,,2019.0,0.75,14.5,16,czerwone,,wytrawne,pełne,,False,False,,Barbera
Côtes de Provence Les Genêts Château de Roquefort,https://www.wina.pl/wina-biale-wytrawne/2718-cotes-de-provence-les-genets-chateau-de-roquefort.html,163.0,Francja,Prowansja,Côtes de Provence AOC,Château de Roquefort,2020.0,0.75,13.0,,białe,,wytrawne,lekkie,,True,True,,"Clairette, Vermentino"
Cotes du Rhone Rouge Bouchard Aine & Fils,https://www.wina.pl/wina-czerwone-wytrawne/1582-cotes-du-rhone-rouge-bouchard-aine-fils.html,62.0,Francja,Dolina Rodanu,Côtes du Rhone AOC,Bouchard Aîné & Fils,2021.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,False,,Grenache
Crémant de Bourgogne Brut Collet,https://www.wina.pl/wina-musujace/2732-cremant-de-bourgogne-brut-collet.html,111.0,Francja,Burgundia,Crémant de Bourgogne AOC,Domaine Collet,,0.75,12.5,6,,musujące,wytrawne,średnie,,False,False,,Chardonnay
Cubillo Lopez de Heredia Crianza Rioja DOC,https://www.wina.pl/wina-czerwone-wytrawne/2986-cubillo-lopez-de-heredia-crianza-rioja-doc.html,141.0,Hiszpania,,Rioja DOC,R. LÓPEZ DE HEREDIA,2014.0,0.75,13.5,18,czerwone,,wytrawne,średnie,,False,False,92.0,"Garnacha, Mazuelo, Tempranillo, Graciano"
Cusumano Alta Mora Etna Bianco DOC,https://www.wina.pl/wina-biale-wytrawne/2250-cusumano-alta-mora-etna-bianco-doc.html,139.0,Włochy,Sycylia,"Etna ""Bianco DOC",Cusumano,2021.0,0.75,,,białe,,wytrawne,,Tre Bicchieri Gambero Rosso,False,False,92.0,Carricante
Cusumano Alta Mora Etna Rosso DOC,https://www.wina.pl/wina-czerwone-wytrawne/2251-cusumano-alta-mora-etna-rosso-doc.html,151.0,Włochy,Sycylia,Etna Rosso DOC,Cusumano,2019.0,0.75,,,czerwone,,wytrawne,,,False,False,92.0,Nerello Mascalese
Cusumano Angimbé Sicilia IGT,https://www.wina.pl/wina-biale-wytrawne/2253-cusumano-angimbe-sicilia-igt.html,92.0,Włochy,Sycylia,Sicilia IGT,Cusumano,2020.0,0.75,,,białe,,wytrawne,,,False,False,,"Inzolia, Chardonnay"
Cusumano Benuara Terre Siciliana IGT,https://www.wina.pl/wina-czerwone-wytrawne/2254-cusumano-benuara-terre-siciliana-igt.html,115.0,Włochy,Sycylia,Terre Siciliane IGT,Cusumano,2019.0,0.75,15.0,,czerwone,,wytrawne,,Due Bicchieri Gambero Rosso,False,False,,"Nero d'Avola, Syrah"
Cusumano Insolia Terre Siciliane IGT,https://www.wina.pl/wina-biale-wytrawne/2255-cusumano-insolia-terre-siciliane-igt.html,78.0,Włochy,Sycylia,Terre Siciliane IGT,Cusumano,2022.0,0.75,,,białe,,wytrawne,,Due Bicchieri Gambero Rosso,False,False,,Inzolia
Cusumano Jale Sicilia DOC,https://www.wina.pl/wina-biale-wytrawne/2256-cusumano-jale-sicilia-doc.html,163.0,Włochy,Sycylia,Sicilia IGT,Cusumano,2021.0,0.75,,,białe,,wytrawne,,,False,False,92.0,Chardonnay
Cusumano Nero d'Avola Terre Siciliane IGT,https://www.wina.pl/wina-czerwone-wytrawne/2257-cusumano-nero-d-avola-terre-siciliane-igt.html,89.0,Włochy,Sycylia,Terre Siciliane IGT,Cusumano,2019.0,0.75,,,czerwone,,wytrawne,,,False,False,,Nero d'Avola
Cusumano Noa Sicilia DOC,https://www.wina.pl/wina-czerwone-wytrawne/2258-cusumano-noa-sicilia-doc.html,233.0,Włochy,Sycylia,Sicilia DOC,Cusumano,2016.0,0.75,15.0,,czerwone,,wytrawne,,Due Bicchieri Gambero Rosso,False,False,,"Nero d'Avola, Cabernet Sauvignon, Merlot"
Cuvee Blanc Winnica Gródek,https://www.wina.pl/wina-biale-wytrawne/1796-cuvee-blanc-winnica-grodek.html,89.0,POLSKA,Małopolska,,Winnica Gródek,2022.0,0.75,12.0,10-12,białe,,wytrawne,,,False,False,,"Bianka, Muscaris, Johanniter"
Cuvee Noir Premium Auer,https://www.wina.pl/wina-czerwone-wytrawne/1929-cuvee-noir-premium-auer.html,109.0,Austria,Weinland,Thermenregion,Auer,2019.0,0.75,13.5,17,czerwone,,wytrawne,pełne,,False,True,,"Pinot Noir, St. Laurent, Zweigelt"
Cuvee Regis Winnica Wieliczka,https://www.wina.pl/wina-czerwone-wytrawne/1880-cuvee-regis-winnica-wieliczka.html,139.0,POLSKA,Małopolska,,,2022.0,0.75,12.5,18,czerwone,,wytrawne,średnie,,False,True,,"Pinot Noir, Merlot"
Cuvee Rouge Winnica Gródek,https://www.wina.pl/wina-czerwone-wytrawne/3112-cuvee-rouge-winnica-grodek.html,89.0,POLSKA,Małopolska,,Winnica Gródek,2020.0,0.75,12.0,16-18,czerwone,,wytrawne,,,False,False,,"Rondo, Cabernet Cortis, Regent"
Cuvee Rouge Winnica Srebrna Góra,https://www.wina.pl/wina-czerwone-wytrawne/1693-cuvee-rouge-winnica-srebrna-gora.html,63.0,POLSKA,Małopolska,,Winnica Srebrna Góra,2020.0,0.75,12.5,16,czerwone,,wytrawne,średnie,,False,False,,"Acolon, Regent, Rondo, Cabernet Cortis"
Cuvee Seraf Winnica Wieliczka,https://www.wina.pl/wina-biale-wytrawne/1914-cuvee-seraf-winnica-wieliczka.html,129.0,POLSKA,Małopolska,,,2021.0,0.75,11.5,12,białe,,wytrawne,średnie,,False,True,,"Sauvignon Blanc, Pinot Gris, Chardonnay"
Czułość - Winnica na Dziole,https://www.wina.pl/biale/2774-czulosc-winnica-na-dziole.html,72.0,POLSKA,Małopolska,,Winnica Na Dziole,2022.0,0.75,12.5,10-12,białe,,wytrawne,średnie,,False,False,,Chardonnay
d'ARRY'S ORIGINAL Grenache Shiraz d'Arenberg,https://www.wina.pl/wina-czerwone-wytrawne/1861-d-arry-s-original-grenache-shiraz-d-arenberg.html,99.0,Australia,,McLaren Valley,d'Arenberg,2018.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,True,False,,Grenache
D'Esclans Rock Angel Cotes de Provence AC,https://www.wina.pl/rozowe/3055-d-esclans-rock-angel-cotes-de-provence-ac.html,179.0,Francja,,Côtes de Provence AOC,,2020.0,0.75,13.5,10,różowe,,wytrawne,lekkie,,False,False,,"Grenache, Vermentino, Cinsault"
D'Esclans Whispering Angel Cotes de Provence AC,https://www.wina.pl/rozowe/3054-d-esclans-whispering-angel-cotes-de-provence-ac.html,138.0,Francja,,Côtes de Provence AOC,,2022.0,0.75,13.0,10,różowe,,wytrawne,lekkie,,False,False,,"Grenache, Vermentino, Cinsault"
Dafnios Liatiko Dafnes PDO,https://www.wina.pl/wina-czerwone-wytrawne/2814-dafnios-liatiko-dafnes-pdo.html,99.0,Grecja,Kreta,Dafnes PDO,Douloufakis,2019.0,0.75,13.4,16-18,czerwone,,wytrawne,lekkie,,False,False,,Liatiko
Dafnios Vidiano Crete PGI,https://www.wina.pl/wina-biale-wytrawne/2810-dafnios-vidiano-crete-pgi.html,91.0,Grecja,Kreta,Crete PGI,Douloufakis,2021.0,0.75,14.2,10,białe,,wytrawne,średnie,,False,False,,Vidiano
De Stefani Frizzante Prosecco DOC,https://www.wina.pl/wina-musujace/3785-de-stefani-frizzante-prosecco-doc.html,79.0,Włochy,Veneto,Prosecco DOC,,2021.0,0.75,11.5,8-10,,musujące,wytrawne,średnie,,False,False,90.0,Glera
De Stefani Naturalmente Rosso Veneto VdT,https://www.wina.pl/organiczne/3784-de-stefani-naturalmente-rosso-veneto-vdt.html,89.0,Włochy,Veneto,Vino da Tavola (VdT),,2018.0,0.75,13.0,16-18,czerwone,,wytrawne,pełne,,False,True,,"Raboso, Merlot"
De Stefani Onde Rosa Raboso Veneto IGT,https://www.wina.pl/rozowe/3779-de-stefani-onde-rosa-raboso-veneto-igt.html,69.0,Włochy,Veneto,Veneto IGT,,2021.0,0.75,11.0,8,różowe,,wytrawne,średnie,,False,False,,Raboso
De Stefani Pinot Grigio delle Venezie DOC,https://www.wina.pl/organiczne/3780-de-stefani-pinot-grigio-delle-venezie-doc.html,79.0,Włochy,Veneto,Delle Venezie IGT,,2020.0,0.75,12.5,8-10,białe,,wytrawne,średnie,,False,True,93.0,Pinot Grigio
De Stefani Redentore 888 Millesimato Veneto,https://www.wina.pl/organiczne/3770-de-stefani-redentore-888-millesimato-veneto.html,62.0,Włochy,Veneto,Vino da Tavola (VdT),,2021.0,0.75,11.0,8-10,,musujące,wytrawne,lekkie,,False,True,,Glera
De Stefani Redentore Cabernet Sauvignon Trevenezie IGT,https://www.wina.pl/organiczne/3775-de-stefani-redentore-cabernet-sauvignon-trevenezie-igt.html,77.0,Włochy,Veneto,Trevenezie IGT,,2020.0,0.75,13.0,16-18,czerwone,,wytrawne,pełne,,False,True,,Cabernet Sauvignon
De Stefani Redentore Chardonnay Trevenezie IGT,https://www.wina.pl/organiczne/3771-de-stefani-redentore-chardonnay-trevenezie-igt.html,69.0,Włochy,Veneto,Trevenezie IGT,,2021.0,0.75,13.0,8-10,białe,,wytrawne,średnie,,False,True,,Chardonnay
De Stefani Redentore Merlot Trevenezie IGT,https://www.wina.pl/organiczne/3774-de-stefani-redentore-merlot-trevenezie-igt.html,84.0,Włochy,Veneto,Trevenezie IGT,,2019.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,True,,Merlot
De Stefani Redentore Millesimato Prosecco DOC,https://www.wina.pl/organiczne/3777-de-stefani-redentore-millesimato-prosecco-doc.html,75.0,Włochy,Veneto,Prosecco DOC,,2021.0,0.75,11.0,8-10,,musujące,wytrawne,średnie,,False,True,,Glera
De Stefani Redentore Pinot Grigio delle Venezie DOC,https://www.wina.pl/organiczne/3782-de-stefani-redentore-pinot-grigio-delle-venezie-doc.html,72.0,Włochy,Veneto,Delle Venezie IGT,,2022.0,0.75,13.0,8-10,białe,,wytrawne,średnie,,False,True,,Pinot Grigio
De Stefani Redentore Raboso Trevenezie IGT,https://www.wina.pl/organiczne/3776-de-stefani-redentore-raboso-trevenezie-igt.html,77.0,Włochy,Veneto,Trevenezie IGT,,2020.0,0.75,13.0,16-18,czerwone,,wytrawne,pełne,,False,True,,Raboso
De Stefani Redentore Refosco Trevenezie IGT,https://www.wina.pl/organiczne/3773-de-stefani-redentore-refosco-trevenezie-igt.html,84.0,Włochy,Veneto,Trevenezie IGT,,2021.0,0.75,13.0,15,czerwone,,wytrawne,średnie,,False,True,,Refosco
De Stefani Redentore Sauvignon Blanc Trevenezie IGT,https://www.wina.pl/organiczne/3772-de-stefani-redentore-sauvignon-blanc-trevenezie-igt.html,69.0,Włochy,Veneto,Trevenezie IGT,,2021.0,0.75,13.0,8-10,białe,,wytrawne,średnie,,False,True,,Sauvignon Blanc
De Stefani Vènis Trevenezie IGT,https://www.wina.pl/wina-biale-wytrawne/3783-de-stefani-venis-trevenezie-igt.html,99.0,Włochy,Veneto,Trevenezie IGT,,2021.0,0.75,13.5,8-10,białe,,wytrawne,średnie,,False,False,,"Chardonnay, Sauvignon Blanc"
Delapierre Tradicion Brut Cava,https://www.wina.pl/musujace/2244-delapierre-tradicion-brut-cava.html,39.0,Hiszpania,Katalonia,Cava DO,Codorníu Group,,0.75,,,,,wytrawne,,,False,False,,
Delapierre Tradicion Seco Cava,https://www.wina.pl/musujace/2245-delapierre-tradicion-seco-cava.html,39.0,Hiszpania,Katalonia,Cava DO,Codorníu Group,,0.75,,,,,półwytrawne,,,False,False,,
Denis Montanar RW Treottouno Venezia Giulia IGT,https://www.wina.pl/naturalne/3417-denis-montanar-rw-treottouno-venezia-giulia-igt.html,189.0,Włochy,Friuli,Venezia Gulia IGT,,2017.0,1.5,12.5,15,czerwone,,wytrawne,średnie,,True,True,,"Cabernet Franc, Merlot, Refosco"
Denis Montanar T. 6-16-9-19-10-1-12-13 Sandrigo Friulano Venezia Gulia IGT,https://www.wina.pl/naturalne/3418-denis-montanar-t-6-16-9-19-10-1-12-13-sandrigo-friulano-venezia-gulia-igt.html,149.0,Włochy,Friuli,Venezia Gulia IGT,,2017.0,0.75,11.0,12,białe,,wytrawne,lekkie,,True,True,,Friulano
Dialogo Branco Niepoort,https://www.wina.pl/wina-biale-wytrawne/2786-dialogo-branco-niepoort.html,79.0,Portugalia,Douro,Douro DOC,Niepoort,2020.0,0.75,12.5,11,białe,,wytrawne,lekkie,,True,False,,"Codega, Ribagato, Viosinho"
Dialogo Tinto Niepoort,https://www.wina.pl/wina-czerwone-wytrawne/2787-dialogo-tinto-niepoort.html,79.0,Portugalia,Douro,Douro DOC,Niepoort,2019.0,0.75,13.0,17,czerwone,,wytrawne,średnie,,True,False,,"Touriga Nacional, Tinta Roriz, Tinta Amarela"
Dingle Fifth Release Single Pot Still Whisky w tubie,https://www.wina.pl/single-malt/4420-dingle-fifth-release-single-pot-still-whisky-w-tubie.html,519.0,Irlandia,Kerry County,,,,0.7,46.0,,,,,,,False,False,,
DiVino Franconia Kerner Kabinett Feinherb,https://www.wina.pl/wina-biale-polwytrawne/4492-divino-franconia-kerner-kabinett-feinherb.html,69.0,Niemcy,Frankonia,,Divino,2021.0,0.75,11.5,10-12,białe,,półwytrawne,średnie,,False,False,,Kerner
DiVino Franconia Müller-Thurgau Kabinett Feinherb,https://www.wina.pl/wina-biale-polwytrawne/4487-divino-franconia-mueller-thurgau-kabinett-feinherb.html,69.0,Niemcy,Frankonia,,Divino,2020.0,0.75,11.0,10-12,białe,,półwytrawne,średnie,,False,False,,Müller Thurgau
DiVino Franconia Müller-Thurgau Trocken,https://www.wina.pl/wina-biale-wytrawne/4490-divino-franconia-mueller-thurgau-trocken.html,69.0,Niemcy,Frankonia,,Divino,2021.0,0.75,11.5,10-12,białe,,wytrawne,średnie,,False,False,,Müller Thurgau
DiVino Franconia Silvaner Trocken,https://www.wina.pl/wina-biale-wytrawne/4518-divino-franconia-silvaner-trocken.html,55.0,Niemcy,Frankonia,,Divino,2021.0,0.75,11.5,10-12,białe,,wytrawne,średnie,,False,False,,Silvaner
DiVino Franconia Spatburgunder Trocken,https://www.wina.pl/wina-wytrawne/4519-divino-franconia-spatburgunder-trocken.html,69.0,Niemcy,Frankonia,,Divino,2019.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,False,,Pinot Noir
Doga delle Clavule Morellino di Scansano DOCG,https://www.wina.pl/wina-czerwone-wytrawne/3858-doga-delle-clavule-morellino-di-scansano-docg.html,89.0,Włochy,Toskania,Morellino di Scansano DOCG,,2018.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,False,,"Merlot, Sangiovese, Alicante"
Doga delle Clavule Vermentino Toscana IGT,https://www.wina.pl/wina-biale-wytrawne/3857-doga-delle-clavule-vermentino-toscana-igt.html,69.0,Włochy,Toskania,Toscana IGT,,2020.0,0.75,13.0,8,białe,,wytrawne,średnie,,False,False,,Vermentino
Dom Pérignon Rosé Vintage w pudełku,https://www.wina.pl/prezenty/3956-dom-perignon-rose-vintage-2008-w-pudelku.html,2299.0,Francja,Szampania,Champagne AOC,,2008.0,0.75,,,,szampan,wytrawne,pełne,Decanter Gold,False,False,98.0,Pinot Noir
Dom Perignon Vintage w pudełku,https://www.wina.pl/prezenty/788-dom-perignon-vintage-w-pudelku.html,1299.0,Francja,Szampania,Champagne AOC,,2013.0,0.75,,,,szampan,wytrawne,pełne,,False,False,95.0,"Chardonnay, Pinot Noir"
Domaine Chandon de Briailles Pernand Les Vergelesses 1er Cru AOC Bio,https://www.wina.pl/wina-czerwone-wytrawne/2935-domaine-chandon-de-briailles-pernand-les-vergelesses-1er-cru-aoc-bio.html,388.0,Francja,Burgundia,Pernand Vergelesses 1er Cru AOC,Domaine Chandon de Briailles,2018.0,0.75,,16,czerwone,,wytrawne,średnie,,False,True,,Pinot Noir
"Domaine Chandon de Briailles Pernand Vergelesses ""Île des Vergelesses"" Blanc Bio",https://www.wina.pl/wina-biale-wytrawne/2933-domaine-chandon-de-briailles-pernand-vergelesses-ile-des-vergelesses-blanc-bio.html,535.0,Francja,Burgundia,Pernand Vergelesses AOC,Domaine Chandon de Briailles,2018.0,0.75,,12,białe,,wytrawne,średnie,,False,True,,Chardonnay
"Domaine Chandon de Briailles Pernand Vergelesses ""Île des Vergelesses"" Rouge Bio",https://www.wina.pl/wina-czerwone-wytrawne/2934--domaine-chandon-de-briailles-pernand-vergelesses-ile-des-vergelesses-rouge-bio.html,419.0,Francja,Burgundia,Pernand Vergelesses AOC,Domaine Chandon de Briailles,2018.0,0.75,,12,czerwone,,wytrawne,średnie,,False,True,,Pinot Noir
"Domaine Chandon de Briailles Savigny-Les-Beaune 1er Cru ""Les Laviers"" Bio",https://www.wina.pl/wina-czerwone-wytrawne/2936-domaine-chandon-de-briailles-savigny-les-beaune-1er-cru-les-laviers-bio.html,397.0,Francja,Burgundia,Savigny-Les-Beaune 1er Cru AOC,Domaine Chandon de Briailles,2019.0,0.75,12.5,16,czerwone,,wytrawne,średnie,,False,True,93.0,Pinot Noir
Domaine Chanson Gevrey-Chambertin AOC,https://www.wina.pl/czerwone/3206-domaine-chanson-gevrey-chambertin-aoc.html,340.0,Francja,Burgundia,Gevrey Chambertin AOC,,2018.0,0.75,13.0,16-18,czerwone,,wytrawne,pełne,,False,False,,Pinot Noir
Domaine Chanson Montagny 1er Cru AOC,https://www.wina.pl/biale/3195-domaine-chanson-montagny-1er-cru-aoc.html,169.0,Francja,Burgundia,Montagny 1er Cru AOC,,2018.0,0.75,13.5,12,białe,,wytrawne,średnie,,False,False,,Chardonnay
Domaine Chanson Morgon AOC,https://www.wina.pl/czerwone/3208-domaine-chanson-morgon-aoc.html,85.0,Francja,Beaujolais,Morgon AOC,,2013.0,0.75,12.5,15,czerwone,,wytrawne,średnie,,False,False,,Gamay
Domaine Chanson Pommard 1er Cru Les Charmots AOC,https://www.wina.pl/czerwone/3207-domaine-chanson-pommard-1er-cru-les-charmots-aoc.html,517.0,Francja,Burgundia,Pommard AOC,,2018.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,93.0,Pinot Noir
Domaine Chanson Savigny-lès-Beaune Hauts Marconnets 1er Cru AOC,https://www.wina.pl/biale/3197-domaine-chanson-savigny-les-beaune-hauts-marconnets-1er-cru-aoc.html,259.0,Francja,Burgundia,Savigny-les-Beaune AOC,,2020.0,0.75,13.5,12,białe,,wytrawne,średnie,,False,False,,Chardonnay
Domaine de Bila-Haut L'Esquerda Côtes-du-Roussillon Villages AOC,https://www.wina.pl/wina-czerwone-wytrawne/2387-domaine-de-bila-haut-l-esquerda-cotes-du-roussillon-villages-aoc.html,129.0,Francja,Roussillon,Cotes du Roussillon AOC,Maison Michel Chapoutier,2018.0,0.75,,18,czerwone,,wytrawne,,,False,False,93.0,"Syrah, Grenache, Carignan"
Domaine de Bila-Haut Occultum Lapidem Blanc Côtes-du-Roussillon Villages AOC,https://www.wina.pl/wina-biale-wytrawne/2388-domaine-de-bila-haut-occultum-lapidem-blanc-cotes-du-roussillon-villages-aoc.html,126.0,Francja,Roussillon,Cotes du Roussillon AOC,Maison Michel Chapoutier,2017.0,0.75,,12,białe,,wytrawne,,,False,False,,"Grenache Blanc, Vermentino"
Domaine de Bila-Haut Occultum Lapidem Côtes-du-Roussillon Villages AOC,https://www.wina.pl/wina-czerwone-wytrawne/2389-domaine-de-bila-haut-occultum-lapidem-cotes-du-roussillon-villages-aoc.html,126.0,Francja,Roussillon,Cotes du Roussillon AOC,Maison Michel Chapoutier,2018.0,0.75,,16-18,czerwone,,wytrawne,,,False,False,91.0,"Syrah, Grenache, Carignan"
Domaine de la Loge Pouilly-Fume AOP,https://www.wina.pl/wina-biale-wytrawne/4486-domaine-de-la-loge-pouilly-fume-aop.html,107.1,Francja,Dolina Loary,Pouilly Fumé AOC,Domaine de la Loge,2022.0,0.75,12.5,10-12,białe,,wytrawne,,,False,False,,Sauvignon Blanc
Domaine des Roches Neuves Clos de L'Echelier rouge,https://www.wina.pl/naturalne/2855-domaine-des-roches-neuves-clos-de-l-echelier-rouge.html,281.7,Francja,Dolina Loary,Saumur-Champigny AOC,Domaine de Roches Neuves,2015.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,False,True,,Cabernet Franc
Domaine des Roches Neuves Clos Romans,https://www.wina.pl/naturalne/2845-domaine-des-roches-neuves-clos-romans.html,287.1,Francja,Dolina Loary,Saumur AOC,Domaine de Roches Neuves,2015.0,0.75,,12,białe,,wytrawne,średnie,,False,True,,Chenin Blanc
Domaine des Roches Neuves Franc de Pied,https://www.wina.pl/naturalne/2854-domaine-des-roches-neuves-franc-de-pied.html,220.5,Francja,Dolina Loary,Saumur-Champigny AOC,Domaine de Roches Neuves,2021.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,True,,Cabernet Franc
Domaine des Roches Neuves L'Echelier blanc,https://www.wina.pl/naturalne/2846-domaine-des-roches-neuves-l-echelier-blanc.html,281.7,Francja,Dolina Loary,Saumur AOC,Domaine de Roches Neuves,2015.0,0.75,,12,białe,,wytrawne,średnie,,False,True,,Chenin Blanc
Domaine des Roches Neuves les Memoires,https://www.wina.pl/naturalne/2859-domaine-des-roches-neuves-les-memoires.html,256.5,Francja,Dolina Loary,Saumur-Champigny AOC,Domaine de Roches Neuves,2016.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,False,True,,Cabernet Franc
Domaine des Roches Neuves Marginale Saumur-Champigny,https://www.wina.pl/naturalne/2851-domaine-des-roches-neuves-marginale-saumur-champigny.html,197.1,Francja,Dolina Loary,Saumur-Champigny AOC,Domaine de Roches Neuves,2016.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,True,,Cabernet Franc
